Lat,Lng,Alt
34.1200545,-118.75311079999999,284.62
34.1200585,-118.753112,284.97
34.120062499999996,-118.7531133,285.38
34.1200664,-118.75311459999999,285.78000000000003
34.1200703,-118.75311599999999,286.15000000000003
34.1200743,-118.7531174,286.54
34.1200784,-118.7531186,286.92
34.1200822,-118.7531197,287.35
34.1200859,-118.7531209,287.77
34.1200897,-118.75312219999999,288.22
34.120093499999996,-118.7531236,288.62
34.1200974,-118.753125,289.03000000000003
34.1201009,-118.753126,289.40000000000003
34.1201041,-118.7531272,289.79
34.1201074,-118.7531283,290.13
34.12011,-118.75312919999999,290.42
34.1201121,-118.75313009999999,290.62
34.1201139,-118.75313059999999,290.78000000000003
34.120115399999996,-118.75313059999999,290.83
34.120116599999996,-118.75313059999999,290.98
34.1201176,-118.7531305,291.07
34.1201185,-118.7531303,291.11
34.1201191,-118.7531305,291.15000000000003
34.120119599999995,-118.7531307,291.16
34.1201197,-118.75313089999999,291.16
34.120119599999995,-118.75313129999999,291.23
34.1201194,-118.75313159999999,291.24
34.120118999999995,-118.75313179999999,291.25
34.1201183,-118.7531322,291.29
34.1201176,-118.75313249999999,291.3
34.1201167,-118.7531327,291.33
34.1201156,-118.7531332,291.34000000000003
34.1201143,-118.7531336,291.35
34.120112999999996,-118.75313419999999,291.35
34.1201116,-118.753135,291.38
34.12011,-118.75313589999999,291.41
34.120108099999996,-118.7531369,291.46
34.1201059,-118.75313799999999,291.48
34.1201035,-118.75313949999999,291.51
34.1201007,-118.753141,291.51
34.120097699999995,-118.7531425,291.5
34.1200945,-118.75314429999999,291.52
34.120090999999995,-118.7531463,291.57
34.1200876,-118.7531485,291.58
34.120084,-118.75315069999999,291.61
34.1200804,-118.7531532,291.66
34.1200766,-118.75315549999999,291.67
34.1200726,-118.7531581,291.69
34.1200684,-118.75316079999999,291.74
34.120064,-118.7531633,291.8
34.120059399999995,-118.7531654,291.84000000000003
34.1200548,-118.75316699999999,291.85
34.12005,-118.75316799999999,291.83
34.1200451,-118.75316839999999,291.84000000000003
34.1200399,-118.7531685,291.87
34.1200344,-118.7531683,291.91
34.1200287,-118.7531679,291.97
34.1200227,-118.75316749999999,291.97
34.1200165,-118.75316699999999,291.97
34.1200097,-118.7531664,292.0
34.1200025,-118.7531657,292.04
34.1199951,-118.7531649,292.01
34.1199873,-118.753164,291.95
34.1199791,-118.75316319999999,291.91
34.1199704,-118.7531624,291.89
34.1199612,-118.75316169999999,291.86
34.1199515,-118.7531609,291.84000000000003
34.119941499999996,-118.75315979999999,291.81
34.1199314,-118.7531582,291.78000000000003
34.1199209,-118.7531563,291.76
34.1199101,-118.75315409999999,291.76
34.119899,-118.7531516,291.7
34.1198878,-118.7531489,291.65000000000003
34.1198765,-118.7531458,291.65000000000003
34.1198652,-118.7531427,291.63
34.1198536,-118.7531396,291.6
34.1198419,-118.7531363,291.6
34.1198305,-118.75313299999999,291.65000000000003
34.119819,-118.75312969999999,291.7
34.1198075,-118.7531265,291.77
34.119796,-118.75312319999999,291.81
34.1197844,-118.7531197,291.86
34.1197727,-118.7531159,291.85
34.119761,-118.75311169999999,291.88
34.119749,-118.75310719999999,291.87
34.1197369,-118.75310259999999,291.92
34.1197248,-118.75309759999999,291.94
34.1197125,-118.7530922,291.93
34.1196999,-118.7530867,291.94
34.119687299999995,-118.753081,291.89
34.1196747,-118.753075,291.87
34.1196619,-118.7530688,291.85
34.1196491,-118.75306259999999,291.85
34.1196366,-118.7530565,291.84000000000003
34.1196242,-118.7530505,291.83
34.119611899999995,-118.7530444,291.85
34.1196,-118.7530383,291.87
34.1195886,-118.7530324,291.75
34.1195777,-118.7530266,291.73
34.1195672,-118.7530211,291.71
34.1195571,-118.7530159,291.62
34.119547499999996,-118.753011,291.57
34.119538399999996,-118.7530065,291.51
34.1195297,-118.75300259999999,291.45
34.1195215,-118.75299919999999,291.43
34.1195138,-118.75299609999999,291.35
34.1195065,-118.7529934,291.33
34.1194996,-118.752991,291.31
34.1194929,-118.75298919999999,291.26
34.119486699999996,-118.75298749999999,291.25
34.119480599999996,-118.75298579999999,291.24
34.119474499999995,-118.7529843,291.2
34.119468499999996,-118.7529828,291.17
34.1194625,-118.7529814,291.19
34.1194562,-118.75298029999999,291.19
34.1194497,-118.7529794,291.17
34.119443499999996,-118.7529787,291.15000000000003
34.119437399999995,-118.75297809999999,291.06
34.1194315,-118.75297769999999,291.03000000000003
34.1194258,-118.75297739999999,291.02
34.119420399999996,-118.7529775,291.03000000000003
34.1194154,-118.7529775,291.08
34.1194108,-118.75297739999999,291.16
34.1194068,-118.75297719999999,291.27
34.119403399999996,-118.752977,291.3
34.1194005,-118.7529771,291.37
34.1193982,-118.7529773,291.43
34.1193962,-118.7529778,291.49
34.1193944,-118.75297839999999,291.55
34.119392999999995,-118.752979,291.58
34.1193919,-118.7529795,291.56
34.1193911,-118.7529799,291.55
34.1193905,-118.7529804,291.53000000000003
34.1193903,-118.7529807,291.54
34.119390599999996,-118.7529807,291.54
34.119391199999995,-118.7529804,291.53000000000003
34.1193921,-118.7529799,291.54
34.1193932,-118.75297909999999,291.49
34.1193944,-118.7529783,291.49
34.1193958,-118.752977,291.44
34.1193974,-118.7529757,291.41
34.1193994,-118.75297429999999,291.41
34.1194017,-118.752973,291.39
34.1194044,-118.75297169999999,291.37
34.1194073,-118.7529703,291.37
34.119410699999996,-118.75296879999999,291.32
34.119414299999995,-118.75296709999999,291.32
34.1194183,-118.7529651,291.31
34.1194226,-118.7529625,291.24
34.1194274,-118.75295969999999,291.21
34.1194323,-118.7529567,291.17
34.1194377,-118.75295349999999,291.16
34.1194434,-118.7529498,291.11
34.1194495,-118.752946,291.09000000000003
34.1194558,-118.7529419,291.13
34.119462399999996,-118.7529378,291.14
34.1194692,-118.7529337,291.19
34.119476,-118.7529297,291.23
34.1194832,-118.7529254,291.23
34.1194907,-118.7529213,291.25
34.1194985,-118.7529174,291.26
34.1195066,-118.7529134,291.31
34.1195149,-118.7529091,291.31
34.1195233,-118.7529045,291.3
34.119532,-118.7528998,291.34000000000003
34.119540799999996,-118.75289479999999,291.33
34.1195497,-118.7528897,291.32
34.1195588,-118.7528846,291.27
34.1195684,-118.75287949999999,291.23
34.1195782,-118.7528744,291.23
34.119588,-118.7528693,291.22
34.119597899999995,-118.7528643,291.21
34.1196078,-118.7528593,291.19
34.1196177,-118.75285439999999,291.18
34.1196276,-118.7528495,291.15000000000003
34.119637499999996,-118.75284459999999,291.16
34.1196477,-118.75283999999999,291.22
34.119658099999995,-118.7528356,291.28000000000003
34.1196688,-118.75283089999999,291.26
34.1196797,-118.75282639999999,291.31
34.1196909,-118.75282209999999,291.40000000000003
34.1197023,-118.7528179,291.52
34.1197138,-118.75281369999999,291.59000000000003
34.1197254,-118.75280939999999,291.68
34.119737199999996,-118.7528049,291.74
34.119749,-118.7528004,291.77
34.1197608,-118.7527956,291.81
34.1197727,-118.75279049999999,291.90000000000003
34.1197848,-118.75278499999999,291.90000000000003
34.1197971,-118.75277919999999,291.87
34.1198093,-118.7527731,291.84000000000003
34.119821699999996,-118.7527669,291.84000000000003
34.1198343,-118.7527607,291.83
34.119847,-118.7527545,291.85
34.1198596,-118.7527482,291.86
34.119872199999996,-118.7527418,291.89
34.1198847,-118.75273539999999,291.91
34.1198969,-118.7527289,291.93
34.119909199999995,-118.75272229999999,291.95
34.1199216,-118.75271559999999,291.93
34.1199341,-118.7527088,291.95
34.1199466,-118.752702,291.94
34.1199592,-118.7526953,291.90000000000003
34.119971899999996,-118.7526886,291.86
34.119984599999995,-118.752682,291.85
34.119997399999995,-118.7526754,291.84000000000003
34.120010199999996,-118.7526687,291.8
34.120022999999996,-118.752662,291.76
34.1200356,-118.75265499999999,291.74
34.1200484,-118.75264809999999,291.64
34.1200615,-118.7526412,291.56
34.120074699999996,-118.75263439999999,291.52
34.1200879,-118.7526278,291.48
34.1201013,-118.75262099999999,291.47
34.1201146,-118.752614,291.44
34.1201279,-118.7526067,291.43
34.1201411,-118.7525993,291.37
34.1201544,-118.75259179999999,291.31
34.1201679,-118.75258409999999,291.28000000000003
34.120181599999995,-118.7525764,291.28000000000003
34.1201955,-118.75256859999999,291.26
34.1202095,-118.75256089999999,291.22
34.1202237,-118.7525532,291.15000000000003
34.120238,-118.75254559999999,291.1
34.120252199999996,-118.7525381,291.06
34.1202665,-118.7525307,290.97
34.120281,-118.75252359999999,290.93
34.1202955,-118.7525167,290.85
34.1203103,-118.75250969999999,290.73
34.1203254,-118.7525029,290.65000000000003
34.1203405,-118.752496,290.6
34.120356,-118.752489,290.48
34.1203716,-118.752482,290.40000000000003
34.120387199999996,-118.7524749,290.34000000000003
34.1204028,-118.7524675,290.3
34.1204181,-118.7524601,290.24
34.1204335,-118.75245249999999,290.16
34.120449,-118.75244479999999,290.11
34.1204645,-118.75243689999999,290.12
34.1204801,-118.7524292,290.12
34.1204956,-118.75242159999999,290.13
34.1205111,-118.752414,290.13
34.120526399999996,-118.75240629999999,290.11
34.1205419,-118.7523985,290.12
34.120557399999996,-118.7523908,290.16
34.1205728,-118.75238329999999,290.22
34.120588399999995,-118.7523758,290.3
34.120604,-118.7523681,290.37
34.1206196,-118.7523602,290.46
34.1206353,-118.75235239999999,290.53000000000003
34.1206512,-118.7523444,290.58
34.120667,-118.7523365,290.64
34.1206828,-118.75232829999999,290.68
34.1206988,-118.75232,290.83
34.1207148,-118.7523118,290.95
34.120730699999996,-118.75230359999999,291.08
34.1207466,-118.75229569999999,291.26
34.1207627,-118.7522877,291.43
34.1207788,-118.75227969999999,291.57
34.120795099999995,-118.7522717,291.69
34.1208112,-118.7522638,291.83
34.1208273,-118.75225599999999,291.92
34.1208433,-118.7522482,291.99
34.1208591,-118.75224039999999,292.05
34.1208746,-118.75223249999999,292.12
34.1208899,-118.75222459999999,292.14
34.1209051,-118.75221669999999,292.14
34.12092,-118.7522089,292.1
34.120934999999996,-118.7522015,292.05
34.1209498,-118.7521945,292.03000000000003
34.1209645,-118.7521878,292.03000000000003
34.1209793,-118.7521814,292.02
34.120993999999996,-118.7521749,291.99
34.121008499999995,-118.75216839999999,291.93
34.121023,-118.75216169999999,291.89
34.121037699999995,-118.75215449999999,291.85
34.1210525,-118.7521474,291.81
34.1210674,-118.7521403,291.7
34.1210825,-118.75213319999999,291.54
34.1210976,-118.7521261,291.45
34.1211126,-118.7521192,291.36
34.121127699999995,-118.7521125,291.27
34.1211426,-118.75210589999999,291.17
34.1211574,-118.7520995,291.07
34.1211722,-118.7520931,291.0
34.121186699999996,-118.7520869,290.93
34.121201,-118.7520806,290.90000000000003
34.121215299999996,-118.7520739,290.83
34.1212295,-118.75206709999999,290.77
34.1212437,-118.75206019999999,290.73
34.121257899999996,-118.7520528,290.63
34.121272,-118.7520455,290.6
34.1212862,-118.752038,290.53000000000003
34.1213006,-118.7520302,290.52
34.1213152,-118.7520223,290.52
34.1213299,-118.7520143,290.5
34.1213445,-118.75200609999999,290.52
34.121359399999996,-118.75199789999999,290.51
34.1213744,-118.7519895,290.51
34.1213896,-118.75198119999999,290.5
34.1214049,-118.75197279999999,290.52
34.1214203,-118.75196439999999,290.48
34.1214359,-118.7519559,290.46
34.1214517,-118.75194739999999,290.43
34.1214677,-118.751939,290.46
34.1214836,-118.7519305,290.45
34.1214995,-118.7519222,290.43
34.1215153,-118.751914,290.44
34.1215307,-118.75190579999999,290.44
34.1215456,-118.7518978,290.42
34.1215599,-118.7518898,290.40000000000003
34.1215735,-118.751882,290.40000000000003
34.1215863,-118.7518745,290.40000000000003
34.1215986,-118.75186719999999,290.39
34.121610499999996,-118.7518599,290.39
34.1216218,-118.75185239999999,290.46
34.1216325,-118.75184449999999,290.61
34.1216428,-118.7518358,290.85
34.121652399999995,-118.75182629999999,291.18
34.1216612,-118.7518162,291.43
34.1216698,-118.7518054,291.6
34.1216782,-118.75179399999999,291.76
34.1216866,-118.7517821,291.97
34.1216949,-118.75176959999999,292.17
34.121702899999995,-118.7517568,292.3
34.1217106,-118.7517436,292.42
34.1217179,-118.75173,292.53000000000003
34.1217243,-118.7517161,292.62
34.1217302,-118.7517019,292.72
34.1217354,-118.75168749999999,292.78000000000003
34.1217401,-118.7516727,292.91
34.1217442,-118.7516575,292.97
34.1217476,-118.7516421,292.98
34.1217505,-118.75162619999999,293.07
34.1217529,-118.75161,293.17
34.1217548,-118.7515935,293.29
34.121756399999995,-118.75157709999999,293.35
34.1217573,-118.7515609,293.35
34.1217579,-118.75154459999999,293.3
34.1217585,-118.7515284,293.33
34.1217591,-118.75151269999999,293.31
34.1217596,-118.7514971,293.22
34.1217598,-118.7514819,293.12
34.1217598,-118.7514669,293.11
34.1217594,-118.7514521,293.02
34.1217587,-118.75143779999999,292.81
34.121757699999996,-118.7514238,292.6
34.1217566,-118.7514101,292.46
34.1217553,-118.751397,292.25
34.1217543,-118.7513845,292.04
34.1217536,-118.75137249999999,291.77
34.1217529,-118.75136099999999,291.49
34.121752199999996,-118.75135019999999,291.17
34.1217517,-118.7513403,290.87
34.1217514,-118.751331,290.56
34.1217514,-118.7513223,290.25
34.1217517,-118.75131449999999,289.96
34.1217523,-118.7513073,289.64
34.1217532,-118.751301,289.37
34.1217539,-118.75129539999999,289.12
34.1217545,-118.7512905,288.84000000000003
34.1217553,-118.7512866,288.6
34.1217562,-118.7512836,288.35
34.121756999999995,-118.75128129999999,288.13
34.1217579,-118.7512799,287.97
34.121759,-118.75127889999999,287.84000000000003
34.121760099999996,-118.75127839999999,287.77
34.1217611,-118.75127839999999,287.71
34.121762,-118.7512788,287.7
34.1217624,-118.75127959999999,287.68
34.1217624,-118.7512807,287.62
34.121762,-118.75128199999999,287.52
34.1217612,-118.75128339999999,287.43
34.121760099999996,-118.751285,287.39
34.121758899999996,-118.75128649999999,287.31
34.121757599999995,-118.7512881,287.28000000000003
34.121756,-118.7512898,287.23
34.1217541,-118.7512917,287.18
34.1217519,-118.75129369999999,287.18
34.121749699999995,-118.7512958,287.18
34.1217478,-118.75129799999999,287.23
34.1217457,-118.7513005,287.28000000000003
34.1217438,-118.75130279999999,287.37
34.1217416,-118.75130519999999,287.46
34.1217393,-118.7513077,287.58
34.1217369,-118.7513103,287.69
34.1217343,-118.751313,287.78000000000003
34.1217314,-118.75131569999999,287.86
34.1217283,-118.75131839999999,287.94
34.121725,-118.75132119999999,288.03000000000003
34.1217209,-118.7513242,288.12
34.121716299999996,-118.75132749999999,288.22
34.1217117,-118.7513311,288.31
34.1217065,-118.75133489999999,288.39
34.1217008,-118.7513388,288.46
34.121694999999995,-118.75134249999999,288.51
34.121688899999995,-118.75134639999999,288.54
34.1216825,-118.75135019999999,288.59000000000003
34.1216757,-118.7513539,288.64
34.121668899999996,-118.75135759999999,288.7
34.1216617,-118.7513613,288.78000000000003
34.1216541,-118.7513654,288.86
34.1216463,-118.75136959999999,288.91
34.1216382,-118.75137389999999,288.98
34.1216298,-118.7513785,289.03000000000003
34.1216213,-118.7513833,289.07
34.1216127,-118.75138829999999,289.12
34.1216039,-118.7513934,289.16
34.1215946,-118.7513984,289.2
34.1215851,-118.7514035,289.23
34.1215755,-118.7514087,289.29
34.1215657,-118.75141389999999,289.32
34.1215557,-118.75141939999999,289.35
34.121545399999995,-118.751425,289.42
34.121535099999996,-118.7514305,289.43
34.1215247,-118.75143639999999,289.45
34.1215142,-118.7514423,289.42
34.1215038,-118.75144809999999,289.39
34.1214936,-118.7514538,289.37
34.1214835,-118.75145959999999,289.39
34.1214733,-118.7514652,289.40000000000003
34.1214632,-118.7514707,289.40000000000003
34.1214528,-118.75147589999999,289.37
34.1214422,-118.751481,289.38
34.1214315,-118.7514861,289.31
34.1214206,-118.7514911,289.3
34.121409299999996,-118.7514959,289.24
34.1213979,-118.7515007,289.2
34.1213864,-118.7515056,289.15000000000003
34.1213748,-118.7515105,289.1
34.121362999999995,-118.7515155,289.03000000000003
34.1213512,-118.7515207,288.96
34.121339299999995,-118.7515258,288.87
34.1213274,-118.751531,288.79
34.121315599999996,-118.75153619999999,288.75
34.121303999999995,-118.7515414,288.82
34.1212928,-118.7515466,288.84000000000003
34.1212819,-118.7515517,288.91
34.121271,-118.75155679999999,288.92
34.1212601,-118.75156199999999,288.97
34.1212492,-118.7515672,289.01
34.1212382,-118.7515722,289.05
34.1212272,-118.75157709999999,289.09000000000003
34.1212162,-118.7515821,289.1
34.121204899999995,-118.75158689999999,289.15000000000003
34.1211936,-118.7515918,289.18
34.121181899999996,-118.7515967,289.22
34.1211701,-118.75160179999999,289.22
34.121158099999995,-118.75160699999999,289.24
34.1211456,-118.7516126,289.28000000000003
34.1211328,-118.7516184,289.28000000000003
34.1211197,-118.75162429999999,289.32
34.1211063,-118.7516301,289.38
34.1210927,-118.75163599999999,289.49
34.121079,-118.7516418,289.51
34.121065099999996,-118.7516476,289.55
34.1210512,-118.7516536,289.61
34.121037,-118.75166,289.67
34.1210228,-118.75166639999999,289.74
34.1210087,-118.751673,289.79
34.1209943,-118.7516799,289.84000000000003
34.1209797,-118.75168699999999,289.89
34.1209651,-118.7516941,289.94
34.1209504,-118.7517012,289.98
34.120935599999996,-118.75170829999999,290.01
34.1209208,-118.75171549999999,290.05
34.1209063,-118.75172289999999,290.11
34.1208919,-118.75173029999999,290.14
34.120877199999995,-118.75173769999999,290.16
34.120862599999995,-118.75174519999999,290.17
34.1208479,-118.7517525,290.23
34.120833,-118.75175979999999,290.29
34.1208179,-118.7517675,290.35
34.1208027,-118.75177529999999,290.38
34.1207874,-118.75178319999999,290.42
34.1207722,-118.751791,290.39
34.120756799999995,-118.75179879999999,290.37
34.1207418,-118.75180669999999,290.35
34.120727099999996,-118.7518144,290.37
34.120712499999996,-118.75182199999999,290.37
34.120697899999996,-118.7518295,290.36
34.1206834,-118.751837,290.38
34.1206689,-118.7518446,290.43
34.1206543,-118.7518523,290.48
34.1206397,-118.7518599,290.49
34.1206251,-118.7518673,290.48
34.120610299999996,-118.7518746,290.5
34.1205955,-118.7518819,290.53000000000003
34.1205806,-118.7518892,290.56
34.1205658,-118.7518965,290.58
34.1205511,-118.7519037,290.55
34.1205364,-118.7519111,290.57
34.1205219,-118.7519184,290.53000000000003
34.1205074,-118.7519257,290.49
34.120492899999995,-118.7519332,290.44
34.1204781,-118.7519408,290.42
34.120463,-118.75194839999999,290.40000000000003
34.120447999999996,-118.7519559,290.3
34.1204332,-118.7519633,290.23
34.1204183,-118.7519708,290.18
34.1204032,-118.75197849999999,290.16
34.1203881,-118.7519861,290.12
34.120373199999996,-118.7519937,290.07
34.1203582,-118.7520012,290.04
34.1203433,-118.75200869999999,290.04
34.1203286,-118.7520163,290.05
34.1203139,-118.7520241,290.06
34.1202991,-118.75203189999999,290.07
34.120284399999996,-118.7520397,290.08
34.1202696,-118.7520476,290.1
34.1202549,-118.75205509999999,290.18
34.1202403,-118.7520625,290.24
34.120225999999995,-118.75206969999999,290.32
34.120211399999995,-118.7520768,290.39
34.120196799999995,-118.7520837,290.46
34.1201821,-118.75209059999999,290.53000000000003
34.1201673,-118.7520976,290.55
34.1201523,-118.7521045,290.57
34.1201371,-118.75211159999999,290.6
34.120121999999995,-118.75211879999999,290.62
34.1201071,-118.75212619999999,290.65000000000003
34.1200924,-118.7521333,290.65000000000003
34.120078,-118.7521405,290.67
34.1200636,-118.7521477,290.68
34.1200492,-118.75215469999999,290.73
34.1200349,-118.7521615,290.72
34.1200207,-118.7521683,290.65000000000003
34.1200063,-118.75217509999999,290.62
34.1199917,-118.7521819,290.66
34.1199772,-118.75218849999999,290.65000000000003
34.119962799999996,-118.7521953,290.65000000000003
34.1199484,-118.752202,290.66
34.1199339,-118.75220879999999,290.67
34.1199194,-118.7522154,290.59000000000003
34.119904999999996,-118.7522218,290.53000000000003
34.1198905,-118.75222799999999,290.47
34.1198755,-118.7522339,290.45
34.1198604,-118.7522398,290.43
34.1198453,-118.7522458,290.41
34.11983,-118.752252,290.39
34.1198149,-118.7522583,290.33
34.1197997,-118.7522649,290.33
34.1197844,-118.7522716,290.36
34.1197691,-118.7522784,290.32
34.1197541,-118.75228539999999,290.27
34.1197393,-118.7522923,290.24
34.1197252,-118.752299,290.28000000000003
34.1197118,-118.75230529999999,290.31
34.1196994,-118.7523114,290.33
34.1196881,-118.75231749999999,290.44
34.1196777,-118.7523233,290.5
34.1196678,-118.75232899999999,290.53000000000003
34.1196584,-118.7523348,290.6
34.119648999999995,-118.75234049999999,290.63
34.1196394,-118.75234619999999,290.72
34.1196299,-118.75235199999999,290.72
34.1196206,-118.75235789999999,290.72
34.119611299999995,-118.75236369999999,290.69
34.119602,-118.75236939999999,290.68
34.1195929,-118.75237489999999,290.66
34.1195837,-118.7523801,290.62
34.119574899999996,-118.7523853,290.58
34.1195662,-118.7523902,290.5
34.1195576,-118.75239459999999,290.43
34.1195492,-118.7523985,290.37
34.1195412,-118.7524021,290.32
34.1195334,-118.7524055,290.24
34.1195259,-118.75240869999999,290.19
34.119518299999996,-118.75241159999999,290.15000000000003
34.1195111,-118.75241439999999,290.07
34.119504299999996,-118.7524169,290.04
34.119498,-118.75241899999999,290.1
34.1194918,-118.75242109999999,290.1
34.119486099999996,-118.75242329999999,290.14
34.1194808,-118.7524253,290.22
34.1194756,-118.7524272,290.26
34.1194707,-118.7524291,290.29
34.1194661,-118.7524311,290.32
34.1194619,-118.75243289999999,290.34000000000003
34.119458,-118.75243479999999,290.36
